dates	cp	slope	colour	group	diff_jump	park_depth	wmo	cycle	num_date	biovolume
2022-08-08T06:03:00Z	0.0862294597921503	0.15863598003132948	jump	group_65	0.003304916250652698	1000 m	6904240	11	1659938580	0.3342912464500832
2022-08-08T09:33:00Z	0.090740568875223	0.1588149129915621	jump	group_70	0.0033086440206575446	1000 m	6904240	11	1659951180	0.3348638589104459
2022-08-08T12:03:00Z	0.0964619535221389	0.21684300012239618	jump	group_85	0.004517562502549921	1000 m	6904240	11	1659960180	0.15735394618254683
2022-08-08T19:33:00Z	0.102795124822905	0.10138422896156228	jump	group_90	0.0021121714366992145	1000 m	6904240	11	1659987180	0.6590771286485929
2022-08-08T22:03:00Z	0.10611650640645418	0.07248291829826957	jump	group_95	0.0015100607978806163	1000 m	6904240	11	1659996180	0.22274630796326345
2022-08-09T00:33:00Z	0.13096318882838698	1.1056251191413669	jump	group_101	0.02303385664877848	1000 m	6904240	11	1660005180	0.2349429575867139
2022-08-09T03:32:58Z	0.15321340812369755	1.0242365395886737	jump	group_145	0.021338261241430706	1000 m	6904240	11	1660015978	0.13359052357299694
2022-08-10T01:32:58Z	0.18944331500265407	1.2395708261852831	jump	group_154	0.025824392212193403	1000 m	6904240	11	1660095178	0.42882959228868395
2022-08-10T06:02:56Z	0.19222012872055697	0.10367570738277275	jump	group_159	0.0021599105704744326	1000 m	6904240	11	1660111376	0.20064346109085018
2022-08-10T08:32:56Z	0.19561663207025928	0.11858257151437888	jump	group_161	0.0024704702398828937	1000 m	6904240	11	1660120376	0.20058619975383182
