group	cycle	wmo	park_depth	mean_date	uvp_points	ost_points	group_total_biovolume	slope	weighted_group_biovolume
group_129	19	6904240	1000 m	2022-10-27T22:05:51Z	18	74	1.877482257785972	0.0018260902868810678	0.10430456987699845
group_178	19	6904240	1000 m	2022-10-29T05:05:48Z	11	45	1.8044741563090534	0.0018671706810898202	0.16404310511900486
group_199	19	6904240	1000 m	2022-10-29T23:05:47Z	5	20	0.5196459523414663	0.0011809238266674612	0.10392919046829326
group_21	19	6904240	1000 m	2022-10-26T06:05:53Z	4	19	0.31104317235908435	0.0024571912972565593	0.07776079308977109
group_217	19	6904240	1000 m	2022-10-30T09:05:47Z	3	12	0.2910589934158667	0.0010210122958025673	0.09701966447195558
group_49	19	6904240	1000 m	2022-10-26T18:05:53Z	6	26	0.6598787842193315	0.00192081281170966	0.1099797973698886
last_group	19	6904240	1000 m	2022-10-30T16:05:47Z	2	10	0.28435942657496616	0.002081950814326494	0.14217971328748308
group_108	20	6904240	1000 m	2022-11-07T03:46:57Z	3	12	0.9622755137887813	0.0010142607275042074	0.32075850459626043
group_138	20	6904240	1000 m	2022-11-07T14:46:57Z	6	25	1.9696729020678543	0.002018085318898702	0.32827881701130907
group_15	20	6904240	1000 m	2022-11-05T05:47:00Z	3	13	0.4379913948169736	6.150534339788849e-4	0.14599713160565786
group_197	20	6904240	1000 m	2022-11-08T12:46:55Z	14	58	6.724991702638269	0.0011782734693981528	0.48035655018844775
group_207	20	6904240	1000 m	2022-11-09T06:46:53Z	2	9	0.823245169512797	0.002332542889851963	0.4116225847563985
group_35	20	6904240	1000 m	2022-11-05T13:47:00Z	5	19	0.8740931667818829	0.0022568443996287177	0.17481863335637657
group_39	20	6904240	1000 m	2022-11-05T19:47:00Z	1	3	0.044262954991667665	0.0018477884291366875	0.044262954991667665
group_49	20	6904240	1000 m	2022-11-05T22:47:00Z	2	9	0.2491437517047925	0.001848571223126358	0.12457187585239625
group_68	20	6904240	1000 m	2022-11-06T07:46:58Z	3	14	1.1143614274376883	0.0011409216598491966	0.3714538091458961
group_94	20	6904240	1000 m	2022-11-06T16:46:58Z	6	25	1.7371921761725617	0.0013915195180797535	0.2895320293620936
last_group	20	6904240	1000 m	2022-11-09T16:46:53Z	2	7	0.34723229472945477	0.002500976964487145	0.17361614736472739
group_11	21	6904240	1000 m	2022-11-15T04:42:48Z	2	9	0.21077870630887527	0.001386268249071676	0.10538935315443763
group_124	21	6904240	1000 m	2022-11-17T06:42:45Z	8	31	1.5016193410007883	9.915930359679559e-4	0.18770241762509854
group_155	21	6904240	1000 m	2022-11-17T22:42:44Z	8	30	1.2597477685794258	0.0019272706885570738	0.15746847107242823
group_163	21	6904240	1000 m	2022-11-18T08:42:44Z	2	7	0.08125373045808236	0.0018670504577332214	0.04062686522904118
group_191	21	6904240	1000 m	2022-11-18T19:42:44Z	5	21	0.49067175455544915	0.0015215152264884124	0.09813435091108982
group_195	21	6904240	1000 m	2022-11-19T01:42:44Z	1	3	0.2774880766457515	0.0038195229514060213	0.2774880766457515
group_205	21	6904240	1000 m	2022-11-19T04:42:42Z	2	9	0.15849917293127558	9.548058581577423e-4	0.07924958646563779
group_219	21	6904240	1000 m	2022-11-19T11:42:42Z	3	13	0.39704959206224255	6.368412686594271e-4	0.13234986402074753
group_55	21	6904240	1000 m	2022-11-15T17:42:47Z	11	42	2.317649587146632	0.0017159106593878177	0.2106954170133302
group_64	21	6904240	1000 m	2022-11-16T06:42:47Z	2	8	0.844832663613902	0.0015885886453865794	0.422416331806951
group_73	21	6904240	1000 m	2022-11-16T10:42:47Z	2	8	0.1732725780632076	0.0015893250406395457	0.0866362890316038
group_92	21	6904240	1000 m	2022-11-16T18:42:47Z	4	16	2.467216012954425	0.0027237205188330284	0.6168040032386063
group_109	22	6904240	1000 m	2022-11-27T05:15:14Z	4	18	0.3051452649963469	0.0024044776801809345	0.07628631624908673
group_127	22	6904240	1000 m	2022-11-27T15:15:14Z	4	14	1.0842420041422716	0.0011441034074989567	0.2710605010355679
group_136	22	6904240	1000 m	2022-11-27T21:15:14Z	2	7	0.40655496145620784	0.004342937017743409	0.20327748072810392
group_151	22	6904240	1000 m	2022-11-28T04:15:13Z	3	13	0.897856594293357	0.0015536022583197398	0.29928553143111897
group_162	22	6904240	1000 m	2022-11-28T09:15:12Z	2	10	0.07713091875594548	8.287364375823744e-4	0.03856545937797274
group_179	22	6904240	1000 m	2022-11-28T17:15:12Z	4	16	0.21770731748978148	9.949475400792274e-4	0.05442682937244537
group_208	22	6904240	1000 m	2022-11-29T04:15:11Z	7	27	0.39132346505009497	0.0017232670461472274	0.05590335215001357
group_26	22	6904240	1000 m	2022-11-25T11:15:17Z	4	20	0.16995142399028224	0.0013651017759546663	0.04248785599757056
group_90	22	6904240	1000 m	2022-11-26T08:15:15Z	15	63	2.2554638571737025	0.0016161125682021573	0.1503642571449135
last_group	22	6904240	1000 m	2022-11-29T15:15:11Z	4	14	0.6611957940277804	8.623864788257582e-4	0.1652989485069451
group_112	23	6904240	1000 m	2022-12-07T02:35:39Z	7	29	0.9233951141598724	0.001328312268971387	0.13191358773712464
group_135	23	6904240	1000 m	2022-12-07T15:35:39Z	6	22	0.2786905602514799	0.0015954883783844448	0.04644842670857999
group_165	23	6904240	1000 m	2022-12-08T04:35:37Z	7	29	1.8760507362025383	0.001602699160850095	0.26800724802893405
group_213	23	6904240	1000 m	2022-12-09T04:35:35Z	7	29	0.5880159000487829	0.0013482924361482593	0.08400227143554041
group_29	23	6904240	1000 m	2022-12-05T11:35:42Z	4	17	0.1311282896167948	0.0011595099282442206	0.0327820724041987
group_77	23	6904240	1000 m	2022-12-06T04:35:40Z	11	47	1.0459342124252458	0.0018577023927332616	0.09508492840229507
last_group	23	6904240	1000 m	2022-12-09T15:35:35Z	2	12	0.21696292036122256	0.002404680599760905	0.10848146018061128
group_128	24	6904240	1000 m	2022-12-17T07:45:24Z	9	35	0.6741941009971542	0.0014213779295761111	0.07491045566635046
group_153	24	6904240	1000 m	2022-12-17T22:45:23Z	6	24	0.7844792938370676	0.0012946693545057475	0.1307465489728446
group_202	24	6904240	1000 m	2022-12-18T17:45:22Z	11	48	0.868767866917611	0.0010306960172706432	0.0789788969925101
group_227	24	6904240	1000 m	2022-12-19T12:45:21Z	6	24	0.43724699682258955	7.297334398201905e-4	0.07287449947043159
group_62	24	6904240	1000 m	2022-12-15T16:45:27Z	14	60	1.157421891441471	0.0010681369214733593	0.08267299224581935
group_79	24	6904240	1000 m	2022-12-16T12:45:26Z	4	16	1.4626816843243466	0.001484459590560827	0.36567042108108666
group_85	24	6904240	1000 m	2022-12-16T17:45:26Z	1	5	0.0791350641233728	0.002785192074705567	0.0791350641233728
group_92	24	6904240	1000 m	2022-12-16T21:45:26Z	1	6	0.011051423410479192	7.428328242967241e-4	0.011051423410479192
group_101	25	6904240	1000 m	2022-12-26T22:34:24Z	4	16	0.24387571363862304	0.001733941710608144	0.06096892840965576
group_115	25	6904240	1000 m	2022-12-27T07:34:22Z	3	12	0.4031765448751483	0.0016908731810115157	0.13439218162504943
group_156	25	6904240	1000 m	2022-12-27T21:34:21Z	9	37	0.4891256998696988	0.0012415996739772422	0.05434729998552209
group_175	25	6904240	1000 m	2022-12-28T12:34:20Z	4	17	0.4645033568686867	0.002099778442452002	0.11612583921717168
group_73	25	6904240	1000 m	2022-12-25T19:34:24Z	17	71	1.7821422577787294	0.0012186808247691117	0.10483189751639585
last_group	25	6904240	1000 m	2022-12-29T06:34:19Z	12	50	0.7198313232557739	0.0017594684904095271	0.059985943604647825
group_117	26	6904240	1000 m	2023-01-06T00:13:01Z	11	46	0.7521266759507479	0.0011558451361421349	0.0683751523591589
group_164	26	6904240	1000 m	2023-01-07T00:13:00Z	11	46	0.6893110708513924	0.0011572925861415297	0.06266464280467204
group_68	26	6904240	1000 m	2023-01-04T19:13:03Z	16	66	0.8748375584898789	0.001253292869123888	0.05467734740561743
last_group	26	6904240	1000 m	2023-01-08T03:12:58Z	16	62	2.6396296649178153	0.0013759400595430207	0.16497685405736345
group_134	27	6904240	1000 m	2023-01-16T04:16:45Z	14	58	0.768331611796693	0.0012352117007438553	0.054880829414049495
group_75	27	6904240	1000 m	2023-01-14T20:16:48Z	18	73	1.4405215666482258	0.0011297871296954505	0.08002897592490144
last_group	27	6904240	1000 m	2023-01-17T20:16:43Z	22	90	1.7277440554068029	0.00106388259078618	0.07853382070030922
group_174	28	6904240	1000 m	2023-01-26T06:04:28Z	20	84	2.5721759002542797	0.0012591837203741734	0.128608795012714
group_218	28	6904240	1000 m	2023-01-27T14:34:26Z	8	43	0.48425849156900835	8.008604167737223e-4	0.060532311446126044
group_50	28	6904240	1000 m	2023-01-24T01:04:32Z	11	48	0.36286461407955417	0.001179893760550173	0.03298769218905038
group_73	28	6904240	1000 m	2023-01-24T20:04:30Z	4	18	0.17235639812363898	8.713924648332211e-4	0.043089099530909745
group_89	28	6904240	1000 m	2023-01-25T06:04:30Z	2	10	0.3362953929249929	0.0012421878088838174	0.16814769646249644
last_group	28	6904240	1000 m	2023-01-28T10:04:25Z	8	34	0.8848010213920174	0.001308985372681789	0.11060012767400218
group_134	29	6904240	1000 m	2023-02-03T22:09:57Z	32	132	4.265276905266699	0.0012707666448503105	0.13328990328958434
last_group	29	6904240	1000 m	2023-02-06T13:09:53Z	29	117	1.7315805662213433	0.0011689141581937665	0.0597096746972877
group_142	30	6904240	1000 m	2023-02-10T20:02:07Z	27	111	1.101305850687446	0.0010075512396637693	0.04078910558101652
group_199	30	6904240	1000 m	2023-02-12T15:02:04Z	12	56	0.9189287348450565	0.0010096253620559409	0.07657739457042138
group_277	30	6904240	1000 m	2023-02-14T00:02:02Z	19	77	0.6897691611791426	9.754259562181273e-4	0.03630364006206013
group_292	30	6904240	1000 m	2023-02-15T00:02:01Z	3	14	0.3829633230240316	0.0011422940508668252	0.12765444100801052
group_30	30	6904240	1000 m	2023-02-09T09:02:09Z	6	28	0.18913394857450966	6.832088696275582e-4	0.03152232476241828
group_313	30	6904240	1000 m	2023-02-15T08:02:00Z	5	20	0.20705672330742578	0.0017617948182354684	0.041411344661485154
group_341	30	6904240	1000 m	2023-02-15T21:02:00Z	6	27	0.5000626029676446	7.15899324565661e-4	0.0833437671612741
group_392	30	6904240	1000 m	2023-02-16T18:01:57Z	11	45	1.054695189298821	0.001440851926563344	0.09588138084534736
last_group	30	6904240	1000 m	2023-02-17T12:01:56Z	7	26	0.5599578821463919	0.0014930074397848303	0.07999398316377027
group_162	31	6904240	1000 m	2023-02-21T13:18:36Z	20	81	0.7521839357687193	0.001294734371033996	0.03760919678843597
group_296	31	6904240	1000 m	2023-02-23T20:18:32Z	33	133	2.911792443831448	0.0011250453263863878	0.08823613466155904
group_378	31	6904240	1000 m	2023-02-26T01:18:29Z	20	81	1.934743525045854	0.0011190708872489115	0.0967371762522927
group_51	31	6904240	1000 m	2023-02-19T16:18:39Z	11	45	0.26649391203718054	0.001675507724824936	0.024226719276107322
group_80	31	6904240	1000 m	2023-02-20T11:18:38Z	6	26	0.4969704930791403	7.385467645013266e-4	0.08282841551319005
last_group	31	6904240	1000 m	2023-02-27T09:18:26Z	10	40	0.6270680802766265	7.663228744813387e-4	0.06270680802766265
group_17	3	6904241	200 m	2022-05-31T20:52:46Z	21	15	39.91344757362381	0.00612078734820345	1.900640360648753
group_20	3	6904241	200 m	2022-06-01T01:32:46Z	1	2	0.7264736336855498	0.014994143034851637	0.7264736336855498
group_36	3	6904241	200 m	2022-06-01T06:42:46Z	18	13	25.261951113956577	0.029353988902405814	1.403441728553143
group_40	3	6904241	200 m	2022-06-01T11:32:46Z	1	2	1.749102518705976	0.008739189828415483	1.749102518705976
group_45	3	6904241	200 m	2022-06-01T13:32:46Z	5	4	5.959923969320354	0.02048843232494857	1.1919847938640706
group_17	4	6904241	200 m	2022-06-11T04:17:54Z	21	15	7.724028890848182	0.007223398448199441	0.3678108995641991
group_33	4	6904241	200 m	2022-06-11T12:17:54Z	21	15	7.415276158258321	0.015392344320661926	0.35310838848849146
group_36	4	6904241	200 m	2022-06-11T16:57:54Z	1	2	0.4014014479772743	0.026818853712807345	0.4014014479772743
last_group	4	6904241	200 m	2022-06-11T20:57:54Z	17	12	6.253387894347239	0.0047366779631519244	0.36784634672630817
group_22	5	6904241	200 m	2022-06-20T21:12:19Z	28	20	27.113551269102633	0.002185996099752595	0.9683411167536654
group_28	5	6904241	200 m	2022-06-21T03:52:19Z	6	5	6.016898924076389	0.0037795275902991754	1.0028164873460648
group_40	5	6904241	200 m	2022-06-21T10:42:19Z	1	2	0.4488710335263289	0.003807559594274479	0.4488710335263289
group_31	6	6904241	200 m	2022-06-30T23:25:21Z	42	29	39.577782002888036	0.0024450988976496358	0.9423281429259056
group_38	6	6904241	200 m	2022-07-01T08:35:21Z	7	6	3.7344649950850313	0.006094270955338454	0.5334949992978616
group_42	6	6904241	200 m	2022-07-01T11:35:21Z	1	2	0.4805365115301534	0.011441738562773418	0.4805365115301534
last_group	6	6904241	200 m	2022-07-01T14:05:21Z	8	6	5.9090759532101105	0.00343355223803381	0.7386344941512638
group_15	7	6904241	200 m	2022-07-10T21:34:39Z	17	12	39.734219735282096	0.005402546787110123	2.337307043251888
group_20	7	6904241	200 m	2022-07-11T02:14:39Z	3	3	8.812393746239227	9.805123182312636e-4	2.9374645820797425
group_27	7	6904241	200 m	2022-07-11T06:04:39Z	2	2	6.872954792848892	0.02366863953282561	3.436477396424446
group_21	8	6904241	200 m	2022-07-20T22:43:11Z	27	19	33.71921048938042	0.002429764784655212	1.2488596477548304
group_43	8	6904241	200 m	2022-07-21T09:53:11Z	26	18	28.665445992735783	0.005627520996942983	1.1025171535667608
group_18	9	6904241	200 m	2022-07-30T22:30:24Z	22	16	40.50655969384156	0.0043294442592622055	1.84120725881098
group_40	9	6904241	200 m	2022-07-31T12:30:24Z	4	4	4.882037959549348	0.006793766821109548	1.220509489887337
last_group	9	6904241	200 m	2022-07-31T16:00:24Z	11	8	20.969246061544524	0.003217880128344135	1.9062950965040477
group_16	10	6904241	200 m	2022-08-09T23:13:20Z	13	10	19.431838388369247	0.013486265050622523	1.4947567991053268
group_24	10	6904241	200 m	2022-08-10T04:13:20Z	7	6	11.452366964871509	0.003482993235485221	1.6360524235530727
group_41	10	6904241	200 m	2022-08-10T11:43:20Z	14	10	25.023572425803884	4.8210922820072594e-4	1.7873980304145631
group_5	10	6904241	200 m	2022-08-09T19:33:20Z	3	3	3.291720913526667	0.004245908900947004	1.097240304508889
group_34	11	6904241	200 m	2022-08-20T01:54:37Z	45	31	22.2712524931813	0.0048796680730666345	0.4949167220706956
group_40	11	6904241	200 m	2022-08-20T11:24:37Z	6	5	3.0318692959167417	0.0031893687895390155	0.505311549319457
last_group	11	6904241	200 m	2022-08-20T15:14:37Z	11	8	5.1981773608799084	0.003952863966124439	0.47256157826180983
group_27	12	6904241	200 m	2022-08-30T00:15:17Z	36	25	25.7856052090379	0.00792222857968089	0.7162668113621639
group_32	12	6904241	200 m	2022-08-30T07:55:17Z	4	4	2.6030969753095956	0.032143194081432735	0.6507742438273989
group_36	12	6904241	200 m	2022-08-30T10:05:17Z	3	3	2.281116894619641	0.006590087451594506	0.760372298206547
last_group	12	6904241	200 m	2022-08-30T15:55:17Z	8	6	4.388503112920039	0.003585099472157882	0.5485628891150048
group_19	13	6904241	200 m	2022-09-08T22:19:14Z	24	17	11.508941022890586	0.009104711085462236	0.47953920928710775
group_33	13	6904241	200 m	2022-09-09T06:19:14Z	18	13	7.0508654619739835	0.008864269555644677	0.39171474788744354
group_43	13	6904241	200 m	2022-09-09T12:19:14Z	12	9	5.293288308665694	0.011676941732915502	0.44110735905547455
last_group	13	6904241	200 m	2022-09-09T16:19:14Z	6	5	2.896217365189679	0.013445434250557997	0.48270289419827983
group_13	14	6904241	200 m	2022-09-18T21:11:45Z	15	11	5.222914214028905	0.0022314165247754314	0.34819428093526034
group_22	14	6904241	200 m	2022-09-19T02:31:45Z	9	7	3.501182597796762	0.0052022854729343315	0.38902028864408467
group_32	14	6904241	200 m	2022-09-19T07:21:45Z	10	8	3.4863519217572527	0.007030673256881289	0.34863519217572525
group_38	14	6904241	200 m	2022-09-19T11:01:45Z	6	5	2.2877591933693484	0.012327808695698828	0.3812931988948914
last_group	14	6904241	200 m	2022-09-19T15:31:45Z	15	11	5.178307683194357	0.010791594740501865	0.34522051221295713
group_30	15	6904241	200 m	2022-09-29T02:16:17Z	31	22	10.303534175946483	0.011211902761637305	0.332372070191822
group_7	15	6904241	200 m	2022-09-28T19:06:17Z	6	5	1.3385965118862218	0.004510854296140732	0.22309941864770363
last_group	15	6904241	200 m	2022-09-29T12:46:17Z	26	18	7.910185217088191	0.00789649519969092	0.3042378929649304
group_13	16	6904241	200 m	2022-10-08T22:47:53Z	2	2	1.1326850260467949	0.013803019505613356	0.5663425130233974
group_17	16	6904241	200 m	2022-10-09T00:37:53Z	3	3	0.5875005432929581	0.009210400189793022	0.19583351443098604
group_37	16	6904241	200 m	2022-10-09T06:37:53Z	27	19	8.568918796623567	0.003332532677566983	0.3173673628379099
last_group	16	6904241	200 m	2022-10-09T14:37:53Z	15	11	3.5063360983854546	0.004857018062542906	0.23375573989236365
group_27	17	6904241	200 m	2022-10-19T00:51:12Z	36	25	8.823731402968118	0.00444939004422229	0.24510365008244772
group_42	17	6904241	200 m	2022-10-19T11:01:12Z	19	14	4.4409544157771235	0.006808080550207387	0.23373444293563808
last_group	17	6904241	200 m	2022-10-19T16:31:12Z	8	6	1.7915330930841307	0.002799559360958437	0.22394163663551633
group_21	18	6904241	200 m	2022-10-29T00:35:11Z	14	10	3.1786871597943196	0.0057762686359792426	0.2270490828424514
group_39	18	6904241	200 m	2022-10-29T07:55:11Z	24	17	6.117220589302548	0.00443984097611505	0.25488419122093947
group_9	18	6904241	200 m	2022-10-28T19:25:11Z	9	7	2.606876205011136	0.003919455274128403	0.28965291166790397
last_group	18	6904241	200 m	2022-10-29T14:55:11Z	12	9	3.770596825539005	0.0038550004224433554	0.3142164021282504
group_23	19	6904241	200 m	2022-11-07T22:53:58Z	30	21	9.918223159302192	0.004996284332300327	0.3306074386434064
group_29	19	6904241	200 m	2022-11-08T05:53:58Z	6	5	2.0372984324720464	0.010727589490200584	0.33954973874534106
group_37	19	6904241	200 m	2022-11-08T10:03:58Z	5	4	1.7053548989850245	0.0016134724967056258	0.3410709797970049
last_group	19	6904241	200 m	2022-11-08T14:23:58Z	15	11	5.634794471001688	0.0024222362089040494	0.37565296473344584
group_107	3	6904241	500 m	2022-06-03T23:56:25Z	1	4	0.15288756943676898	0.005177574675065522	0.15288756943676898
group_117	3	6904241	500 m	2022-06-04T02:56:25Z	2	9	1.0504578527503239	0.0024310198460680693	0.5252289263751619
group_130	3	6904241	500 m	2022-06-04T08:56:25Z	2	12	1.0322487691800621	0.005351310440887547	0.5161243845900311
group_138	3	6904241	500 m	2022-06-04T13:56:25Z	1	7	0.8881221797539527	0.006552006918243536	0.8881221797539527
group_30	3	6904241	500 m	2022-06-02T03:56:29Z	5	23	2.9403658108617545	0.001555417202107632	0.588073162172351
group_55	3	6904241	500 m	2022-06-02T19:56:28Z	3	11	2.873083838014869	0.0034282723562473693	0.9576946126716229
group_60	3	6904241	500 m	2022-06-02T23:56:27Z	1	4	0.4976576288781541	0.005085015138939664	0.4976576288781541
group_82	3	6904241	500 m	2022-06-03T06:56:27Z	4	19	2.8014499897208553	0.003185601461944132	0.7003624974302138
group_90	3	6904241	500 m	2022-06-03T13:56:27Z	1	7	0.09837484711860624	0.0025591810838844764	0.09837484711860624
group_98	3	6904241	500 m	2022-06-03T17:56:27Z	1	7	0.6414979219781336	0.002561434425147835	0.6414979219781336
last_group	3	6904241	500 m	2022-06-04T17:56:25Z	1	6	0.7422204806625671	0.0035598039476521844	0.7422204806625671
group_110	4	6904241	500 m	2022-06-14T03:21:32Z	5	24	0.985695360291651	0.0053833525788589635	0.1971390720583302
group_140	4	6904241	500 m	2022-06-14T17:21:31Z	7	29	1.2794456315356657	0.0051336343190906165	0.18277794736223796
group_24	4	6904241	500 m	2022-06-12T09:21:35Z	5	22	1.4736185797255723	0.004117598808582946	0.2947237159451145
group_33	4	6904241	500 m	2022-06-12T17:21:35Z	1	7	0.5830341717452259	0.012587525215131401	0.5830341717452259
group_44	4	6904241	500 m	2022-06-12T22:21:35Z	2	10	0.25612962330213157	0.007174415852738036	0.12806481165106579
group_58	4	6904241	500 m	2022-06-13T04:21:33Z	2	12	0.20986252414844495	0.007651396441134752	0.10493126207422247
group_84	4	6904241	500 m	2022-06-13T14:21:33Z	6	25	1.1640069314955661	0.005769234769719481	0.194001155249261
group_114	5	6904241	500 m	2022-06-23T21:55:46Z	4	17	1.2697112237738053	0.0012011884485239124	0.3174278059434513
group_125	5	6904241	500 m	2022-06-24T05:55:46Z	2	10	1.1551314439434681	0.0029760719281014905	0.5775657219717341
group_135	5	6904241	500 m	2022-06-24T11:55:46Z	2	7	1.232033318277465	0.003875030349437647	0.6160166591387325
group_41	5	6904241	500 m	2022-06-22T05:55:50Z	8	33	3.845609113038104	0.0018925954722755454	0.480701139129763
group_55	5	6904241	500 m	2022-06-22T18:55:49Z	3	13	0.482139823164255	0.0015802371940300294	0.160713274388085
group_7	5	6904241	500 m	2022-06-21T20:55:50Z	1	5	0.10702129839642871	9.451423625578548e-4	0.10702129839642871
group_70	5	6904241	500 m	2022-06-23T00:55:48Z	3	14	1.3437500361577335	0.004098336081780059	0.4479166787192445
group_79	5	6904241	500 m	2022-06-23T08:55:48Z	1	5	0.3034274279655084	0.0038268357176748646	0.3034274279655084
group_92	5	6904241	500 m	2022-06-23T12:55:48Z	3	12	1.1955006305458724	0.0031356723991117926	0.39850021018195747
last_group	5	6904241	500 m	2022-06-24T15:55:46Z	2	10	0.34219330078096516	0.0023703268791401464	0.17109665039048258
group_11	6	6904241	500 m	2022-07-01T21:53:58Z	2	9	0.46456061948772187	0.0026501864142324666	0.23228030974386094
group_113	6	6904241	500 m	2022-07-03T19:53:55Z	6	25	2.307342559460977	0.0037438163303974816	0.38455709324349613
group_34	6	6904241	500 m	2022-07-02T04:53:58Z	5	22	5.62420119207531	0.006626330481179998	1.124840238415062
group_57	6	6904241	500 m	2022-07-02T16:53:57Z	5	22	5.484254669361979	0.0029537529283757214	1.0968509338723957
group_73	6	6904241	500 m	2022-07-03T02:53:56Z	3	14	1.4357688888269526	0.004184257181832078	0.4785896296089842
group_87	6	6904241	500 m	2022-07-03T10:53:56Z	3	12	1.6722006410567216	0.003899110774842608	0.5574002136855739
last_group	6	6904241	500 m	2022-07-04T10:53:54Z	7	29	9.589429097821462	0.005674709528147184	1.3699184425459232
group_103	7	6904241	500 m	2022-07-13T21:42:59Z	2	6	0.2591644703685265	0.0016444825879395521	0.12958223518426326
group_114	7	6904241	500 m	2022-07-14T01:42:58Z	2	10	7.705361795247658	0.0013727424896686398	3.852680897623829
group_142	7	6904241	500 m	2022-07-14T12:42:58Z	5	21	1.0832112917460075	0.003801743260255197	0.2166422583492015
group_17	7	6904241	500 m	2022-07-12T00:43:02Z	3	15	1.6467766409567584	0.004499807294845956	0.5489255469855862
group_42	7	6904241	500 m	2022-07-12T10:43:02Z	5	24	0.8732342457710082	0.0037748134502838004	0.17464684915420164
group_86	7	6904241	500 m	2022-07-13T03:43:00Z	10	43	5.923677586013644	0.004526666049860223	0.5923677586013645
group_108	8	6904241	500 m	2022-07-23T20:26:19Z	5	20	3.124403515745253	0.002606841368901718	0.6248807031490506
group_12	8	6904241	500 m	2022-07-22T00:26:23Z	1	3	0.7703357621746765	0.0020007502825135637	0.7703357621746765
group_132	8	6904241	500 m	2022-07-24T11:26:18Z	2	8	0.46227016960391787	0.004049095397927399	0.23113508480195893
group_36	8	6904241	500 m	2022-07-22T07:26:23Z	6	23	2.9534213848993596	0.0036427392747995528	0.4922368974832266
group_44	8	6904241	500 m	2022-07-22T16:26:23Z	1	6	0.9891310450875798	0.010509032248142392	0.9891310450875798
group_49	8	6904241	500 m	2022-07-22T18:26:23Z	1	4	0.776348196061548	0.004050803853022922	0.776348196061548
group_59	8	6904241	500 m	2022-07-23T00:26:20Z	1	4	0.5429512872568868	0.0026829881843688508	0.5429512872568868
group_8	8	6904241	500 m	2022-07-21T22:26:23Z	1	6	0.11532418099372838	0.0031925507444215294	0.11532418099372838
group_87	8	6904241	500 m	2022-07-23T08:26:20Z	7	27	1.758321576195676	0.004032937244857529	0.2511887965993823
last_group	8	6904241	500 m	2022-07-24T17:26:18Z	2	12	0.25154872274787254	0.004059040897545163	0.12577436137393627
group_127	9	6904241	500 m	2022-08-03T07:39:18Z	5	20	1.2326631874086678	0.001594249367877963	0.24653263748173354
group_135	9	6904241	500 m	2022-08-03T15:39:18Z	1	3	0.06126954993041353	0.007253311897247983	0.06126954993041353
group_39	9	6904241	500 m	2022-08-01T07:39:22Z	9	37	5.0239886211649365	0.0043135289338644784	0.5582209579072152
group_63	9	6904241	500 m	2022-08-01T22:39:20Z	6	23	3.4055563097402115	0.0029815406538379265	0.5675927182900352
group_96	9	6904241	500 m	2022-08-02T12:39:20Z	8	32	5.739410848779074	0.0038508853781151833	0.7174263560973843
group_109	10	6904241	500 m	2022-08-12T23:26:47Z	3	14	2.9024588677979652	0.006225088446623703	0.9674862892659885
group_118	10	6904241	500 m	2022-08-13T05:26:47Z	1	7	1.3378521348649732	0.008593680890825794	1.3378521348649732
group_123	10	6904241	500 m	2022-08-13T09:26:47Z	1	4	1.2962231973306664	0.011477762328651497	1.2962231973306664
group_138	10	6904241	500 m	2022-08-13T13:26:47Z	3	14	2.2551775601090536	0.00530837750495332	0.7517258533696846
group_40	10	6904241	500 m	2022-08-11T07:26:51Z	9	38	4.415015107485101	0.0038198787543333767	0.49055723416501124
group_66	10	6904241	500 m	2022-08-11T22:26:49Z	6	25	3.398284132471776	0.005772781870537073	0.566380688745296
group_85	10	6904241	500 m	2022-08-12T10:26:49Z	4	18	6.832184787370936	0.006199838712001144	1.708046196842734
group_94	10	6904241	500 m	2022-08-12T17:26:49Z	1	6	2.189670679635855	0.012736038661005632	2.189670679635855
group_10	11	6904241	500 m	2022-08-20T22:12:49Z	1	8	0.39613341187268597	0.00851894687615573	0.39613341187268597
group_104	11	6904241	500 m	2022-08-22T21:12:46Z	2	7	0.41623211270249016	0.002869714638805196	0.20811605635124508
group_114	11	6904241	500 m	2022-08-23T01:12:45Z	2	9	0.17968583837329488	0.0048585184174408935	0.08984291918664744
group_119	11	6904241	500 m	2022-08-23T06:12:45Z	1	2	0.13364778433407015	0.00866660650544615	0.13364778433407015
group_66	11	6904241	500 m	2022-08-21T14:12:48Z	13	55	5.147329382818445	0.004293093728456463	0.39594841406295733
group_95	11	6904241	500 m	2022-08-22T12:12:47Z	7	28	2.8468581755020006	0.004471595761896572	0.40669402507171437
last_group	11	6904241	500 m	2022-08-23T16:12:45Z	3	16	1.5011039899744274	0.0070162778421905434	0.5003679966581425
group_12	12	6904241	500 m	2022-08-30T23:33:38Z	2	10	2.523790138679367	0.010769469775306609	1.2618950693396835
group_130	12	6904241	500 m	2022-09-02T03:33:34Z	8	36	5.036643365978826	0.004016785470111508	0.6295804207473532
group_141	12	6904241	500 m	2022-09-02T15:33:34Z	2	10	0.9082781408563474	0.006646536193900025	0.4541390704281737
group_27	12	6904241	500 m	2022-08-31T05:33:38Z	4	14	1.4537489239099148	0.004076145060494628	0.3634372309774787
group_42	12	6904241	500 m	2022-08-31T12:33:38Z	3	14	0.6918305661973398	0.001700818903494315	0.23061018873244662
group_91	12	6904241	500 m	2022-09-01T06:33:36Z	11	45	5.097683866275519	0.00342840154177756	0.4634258060250472
