wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
6904241	NP_Size_256	0.13350840553263332	38.975135237771	200.03334045096614	90	0.4115840196516706	2022-07-20	220	181	201
6904241	NP_Size_256	0.09685949799629977	44.772301530937376	200.34852028816803	110	0.1969594308456677	2022-07-20	223	178	201
6904241	NP_Size_256	0.07328933278139874	50.913600462531974	204.1516790933687	130	0.09018655200092662	2022-07-24	230	179	205
6904241	NP_Size_256	0.054462741447113765	61.30872787074645	208.59722861299392	150	0.09879966155526332	2022-07-28	240	178	209
6904241	NP_Size_256	0.04336725145542181	68.39886746127236	217.2029528321496	170	0.19113220158269262	2022-08-06	252	184	218
6904241	NP_Size_256	0.036575764301726994	80.19953161688909	218.87263567156748	190	0.169451160271479	2022-08-07	259	179	219
6904241	NP_Size_323	0.46579712240709337	23.245979881165518	191.8055939124559	50	0.8778599576967849	2022-07-11	204	181	192
6904241	NP_Size_323	0.3122392714119097	22.244905971295356	197.08211298289032	70	0.8880761546911319	2022-07-17	209	186	198
6904241	NP_Size_323	0.14683522283563105	31.400401243065385	197.77083470757933	90	0.547305440051376	2022-07-17	214	183	198
6904241	NP_Size_323	0.09766984111768594	38.68692108090267	198.62491924669027	110	0.3527051819729906	2022-07-18	218	180	199
6904241	NP_Size_323	0.0722779982340244	44.87783273636848	201.30008423534213	130	0.12984279519164788	2022-07-21	224	179	202
6904241	NP_Size_323	0.05423095474093577	54.61729106597466	206.21355543850484	150	0.09286656531294524	2022-07-26	234	179	207
6904241	NP_Size_323	0.03899673455613951	62.68142839492734	209.93501537967043	170	0.11478329248411201	2022-07-29	242	179	210
6904241	NP_Size_323	0.033663661153846884	71.66998924544828	218.56652420527058	190	0.19396329144968227	2022-08-07	255	183	219
6904241	NP_Size_406	0.89896088959637	10.22223237837773	177.0175213200201	30	0.8410236869208821	2022-06-27	183	172	178
6904241	NP_Size_406	0.4506995422806079	22.414485088192595	190.62885575279185	50	0.9558594373230647	2022-07-10	202	180	191
6904241	NP_Size_406	0.33179717871482267	21.559610543164585	195.89113453679923	70	0.9592130393664363	2022-07-15	207	186	196
6904241	NP_Size_406	0.18144395735954028	24.708353814878986	195.67760523338043	90	0.795703867652152	2022-07-15	209	184	196
6904241	NP_Size_406	0.11865230741223477	29.342491994523893	196.45235338158892	110	0.5197227344830364	2022-07-16	212	182	197
6904241	NP_Size_406	0.07861847608306981	40.58121915153867	200.5062855152267	130	0.16952738581475646	2022-07-20	221	181	201
6904241	NP_Size_406	0.05794892462862791	49.47940379677157	202.1184351806446	150	0.11102148808293899	2022-07-22	227	178	203
6904241	NP_Size_406	0.03984486016308193	67.40439299983458	211.94205047043593	170	0.08299615376011105	2022-07-31	246	179	212
